component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
370	Borowiec2015_Total1080	OG344.fasta.aln_gene397	2	3	1.0	EOG091G0L4M	ATPase, OSCP/delta subunit	Q06647.1	RecName: Full=ATP synthase subunit O, mitochondrial; AltName: Full=ATP synthase peripheral stalk subunit OSCP; AltName: Full=Oligomycin sensitivity conferral protein; Short=OSCP; AltName: Full=Sperm flagella protein 4; Flags: Precursor	GO:0005753; GO:0000276; GO:0005739; GO:0044877; GO:0046933; GO:0005496; GO:0046034; GO:0015986	False
370	Simion2017	V2META14933-42-Calc_Hmm10-BMGE05	2	3	1.0			Q24439.2	RecName: Full=ATP synthase subunit O, mitochondrial; AltName: Full=Oligomycin sensitivity conferral protein; Short=OSCP; Flags: Precursor	GO:0005756; GO:0005739; GO:0046933; GO:0042776; GO:1902600	False
371	Simion2017	V2META13611-42-Calc_Hmm10-BMGE05	2	3	1.0			O00487.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 14; AltName: Full=26S proteasome regulatory subunit RPN11; AltName: Full=26S proteasome-associated PAD1 homolog 1	GO:0005829; GO:0031597; GO:0005576; GO:1904813; GO:0005654; GO:0005634; GO:0022624; GO:0000502; GO:0008541; GO:0034774; GO:0061133; GO:0061578; GO:0046872; GO:0008237; GO:0070628; GO:0004843; GO:0036459; GO:0000724; GO:0006303; GO:0043312; GO:0043687; GO:0043161; GO:0016579; GO:0070536; GO:0061136; GO:0045471; GO:0006511	False
371	Borowiec2015_Total1080	OG347.fasta.aln_gene400	2	3	1.0			O00487.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 14; AltName: Full=26S proteasome regulatory subunit RPN11; AltName: Full=26S proteasome-associated PAD1 homolog 1	GO:0005829; GO:0031597; GO:0005576; GO:1904813; GO:0005654; GO:0005634; GO:0022624; GO:0000502; GO:0008541; GO:0034774; GO:0061133; GO:0061578; GO:0046872; GO:0008237; GO:0070628; GO:0004843; GO:0036459; GO:0000724; GO:0006303; GO:0043312; GO:0043687; GO:0043161; GO:0016579; GO:0070536; GO:0061136; GO:0045471; GO:0006511	False
371	Ryan2013_est	gene148	2	3	1.0			O00487.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 14; AltName: Full=26S proteasome regulatory subunit RPN11; AltName: Full=26S proteasome-associated PAD1 homolog 1	GO:0005829; GO:0031597; GO:0005576; GO:1904813; GO:0005654; GO:0005634; GO:0022624; GO:0000502; GO:0008541; GO:0034774; GO:0061133; GO:0061578; GO:0046872; GO:0008237; GO:0070628; GO:0004843; GO:0036459; GO:0000724; GO:0006303; GO:0043312; GO:0043687; GO:0043161; GO:0016579; GO:0070536; GO:0061136; GO:0045471; GO:0006511	False
372	Simion2017	V2META13788-42-Calc_Hmm10-BMGE05	2	3	1.0			P09661.2	RecName: Full=U2 small nuclear ribonucleoprotein A'; Short=U2 snRNP A'	GO:0071013; GO:0016604; GO:0016607; GO:0005654; GO:0005634; GO:0030532; GO:0005681; GO:0005686; GO:0071007; GO:0071005; GO:0003723; GO:0030620; GO:0035722; GO:0000398; GO:0008380; GO:0007283	False
372	Borowiec2015_Total1080	OG348.fasta.aln_gene401	2	3	1.0			P57784.2	RecName: Full=U2 small nuclear ribonucleoprotein A'; Short=U2 snRNP A'	GO:0071013; GO:0016604; GO:0016607; GO:0005654; GO:0005634; GO:0005681; GO:0005686; GO:0071007; GO:0071005; GO:0030620; GO:0000398; GO:0007283	False
372	Ryan2013_est	gene322	2	3	1.0			P09661.2	RecName: Full=U2 small nuclear ribonucleoprotein A'; Short=U2 snRNP A'	GO:0071013; GO:0016604; GO:0016607; GO:0005654; GO:0005634; GO:0030532; GO:0005681; GO:0005686; GO:0071007; GO:0071005; GO:0003723; GO:0030620; GO:0035722; GO:0000398; GO:0008380; GO:0007283	False
373	Borowiec2015_Total1080	OG383.fasta.aln_gene438	2	3	0.6666666666666666			O94826.1	RecName: Full=Mitochondrial import receptor subunit TOM70; AltName: Full=Mitochondrial precursor proteins import receptor; AltName: Full=Translocase of outer membrane 70 kDa subunit; AltName: Full=Translocase of outer mitochondrial membrane protein 70	GO:0070062; GO:0016021; GO:0016020; GO:0005741; GO:0005742; GO:0005739; GO:0008320; GO:0006626	False
373	Simion2017	V2META12900-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			Q75Q39.1	RecName: Full=Mitochondrial import receptor subunit TOM70; AltName: Full=Mitochondrial precursor proteins import receptor; AltName: Full=Translocase of outer membrane 70 kDa subunit; AltName: Full=Translocase of outer mitochondrial membrane protein 70	GO:0031307; GO:0005742; GO:0061052; GO:1904591; GO:0097068	False
373	Ryan2013_est	gene222	1	3	0.6666666666666666			O94826.1	RecName: Full=Mitochondrial import receptor subunit TOM70; AltName: Full=Mitochondrial precursor proteins import receptor; AltName: Full=Translocase of outer membrane 70 kDa subunit; AltName: Full=Translocase of outer mitochondrial membrane protein 70	GO:0070062; GO:0016021; GO:0016020; GO:0005741; GO:0005742; GO:0005739; GO:0008320; GO:0006626	False
374	Simion2017	V2META11295-1-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			P08621.2	RecName: Full=U1 small nuclear ribonucleoprotein 70 kDa; Short=U1 snRNP 70 kDa; Short=U1-70K; Short=snRNP70	GO:0016607; GO:0005654; GO:0005634; GO:0005681; GO:0005685; GO:0003729; GO:0003723; GO:0030619; GO:0000398; GO:1904715; GO:0061084; GO:0048026; GO:0043462; GO:0043484	False
374	Ryan2013_est	gene58	2	3	0.6666666666666666			Q66II8.1	RecName: Full=U1 small nuclear ribonucleoprotein 70 kDa; Short=U1 snRNP 70 kDa; Short=U1-70K; Short=snRNP70	GO:0016607; GO:0005634; GO:0005681; GO:0005685; GO:0003729; GO:0003723; GO:0030619; GO:0060218; GO:0000398; GO:0043484	False
374	Borowiec2015_Total1080	OG386.fasta.aln_gene441	1	3	0.6666666666666666			Q66II8.1	RecName: Full=U1 small nuclear ribonucleoprotein 70 kDa; Short=U1 snRNP 70 kDa; Short=U1-70K; Short=snRNP70	GO:0016607; GO:0005634; GO:0005681; GO:0005685; GO:0003729; GO:0003723; GO:0030619; GO:0060218; GO:0000398; GO:0043484	False
375	Hejnol2009	Tribe2592_0	2	3	1.0	EOG091G0N0A	zinc finger protein 207	O43670.1	RecName: Full=BUB3-interacting and GLEBS motif-containing protein ZNF207; Short=BuGZ; Short=hBuGZ; AltName: Full=Zinc finger protein 207	GO:0000777; GO:0005737; GO:0000776; GO:0005874; GO:0005730; GO:0005654; GO:0005634; GO:0005819; GO:1990047; GO:0003677; GO:0003700; GO:0008201; GO:0008017; GO:0003723; GO:0008270; GO:0008608; GO:0051301; GO:0001578; GO:0046785; GO:0000070; GO:0090307; GO:0007094; GO:0050821; GO:0051983; GO:0006355	False
375	Simion2017	V2META15421-42-Calc_Hmm10-BMGE05	2	3	1.0	EOG091G0N0A	zinc finger protein 207	O43670.1	RecName: Full=BUB3-interacting and GLEBS motif-containing protein ZNF207; Short=BuGZ; Short=hBuGZ; AltName: Full=Zinc finger protein 207	GO:0000777; GO:0005737; GO:0000776; GO:0005874; GO:0005730; GO:0005654; GO:0005634; GO:0005819; GO:1990047; GO:0003677; GO:0003700; GO:0008201; GO:0008017; GO:0003723; GO:0008270; GO:0008608; GO:0051301; GO:0001578; GO:0046785; GO:0000070; GO:0090307; GO:0007094; GO:0050821; GO:0051983; GO:0006355	False
375	Borowiec2015_Total1080	OG388.fasta.aln_gene443	2	3	1.0	EOG091G0N0A	zinc finger protein 207	O43670.1	RecName: Full=BUB3-interacting and GLEBS motif-containing protein ZNF207; Short=BuGZ; Short=hBuGZ; AltName: Full=Zinc finger protein 207	GO:0000777; GO:0005737; GO:0000776; GO:0005874; GO:0005730; GO:0005654; GO:0005634; GO:0005819; GO:1990047; GO:0003677; GO:0003700; GO:0008201; GO:0008017; GO:0003723; GO:0008270; GO:0008608; GO:0051301; GO:0001578; GO:0046785; GO:0000070; GO:0090307; GO:0007094; GO:0050821; GO:0051983; GO:0006355	False
376	Hejnol2009	Tribe1286_0	2	3	1.0			A5GZW8.2	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial; Short=CybS; AltName: Full=CII-4; AltName: Full=QPs3; AltName: Full=Succinate dehydrogenase complex subunit D; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit; Flags: Precursor	GO:0016021; GO:0005743; GO:0005749; GO:0020037; GO:0046872; GO:0048039; GO:0006121; GO:0006099	False
376	Borowiec2015_Total1080	OG397.fasta.aln_gene453	2	3	1.0	EOG091G0RHX	Succinate dehydrogenase	Q6P355.1	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial; Short=CybS; AltName: Full=Succinate dehydrogenase complex subunit D; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit; Flags: Precursor	GO:0016021; GO:0005743; GO:0005749; GO:0020037; GO:0046872; GO:0048039; GO:0006121; GO:0006099	False
376	Dunn2008	Tribe1006	2	3	1.0	EOG091G0RHX	Succinate dehydrogenase	Q6AZR3.1	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit A, mitochondrial; Short=CybS-A; AltName: Full=Succinate dehydrogenase complex subunit D-A; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit A; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit A; Flags: Precursor	GO:0016021; GO:0005743; GO:0005749; GO:0020037; GO:0046872; GO:0048039; GO:0006099	False
377	Dunn2008	Tribe586	2	3	1.0			P23438.1	RecName: Full=Translocon-associated protein subunit beta; Short=TRAP-beta; AltName: Full=Glycoprotein 25H; Short=gp25H; AltName: Full=Signal sequence receptor subunit beta; Short=SSR-beta; Flags: Precursor	GO:0005783; GO:0005789; GO:0016021	False
377	Hejnol2009	Tribe804_0	2	3	1.0			P23438.1	RecName: Full=Translocon-associated protein subunit beta; Short=TRAP-beta; AltName: Full=Glycoprotein 25H; Short=gp25H; AltName: Full=Signal sequence receptor subunit beta; Short=SSR-beta; Flags: Precursor	GO:0005783; GO:0005789; GO:0016021	False
377	Borowiec2015_Total1080	OG398.fasta.aln_gene454	2	3	1.0			P23438.1	RecName: Full=Translocon-associated protein subunit beta; Short=TRAP-beta; AltName: Full=Glycoprotein 25H; Short=gp25H; AltName: Full=Signal sequence receptor subunit beta; Short=SSR-beta; Flags: Precursor	GO:0005783; GO:0005789; GO:0016021	False
378	Borowiec2015_Total1080	OG402.fasta.aln_gene460	2	3	1.0	EOG091G115J	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1	Q8BP78.3	RecName: Full=Protein FRA10AC1 homolog	GO:0005634	False
378	Hejnol2009	Tribe2912_0	2	3	1.0	EOG091G115J	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1	Q5FVF1.1	RecName: Full=Protein FRA10AC1 homolog	GO:0005634	False
378	Simion2017	V2META13470-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5FVF1.1	RecName: Full=Protein FRA10AC1 homolog	GO:0005634	False
379	Simion2017	V2META13837-42-Calc_Hmm10-BMGE05	2	3	1.0			D3ZSC8.1	RecName: Full=DnaJ homolog subfamily C member 17	GO:0005737; GO:0005634; GO:0003723; GO:0000122; GO:1901998	False
379	Ryan2013_est	gene181	2	3	1.0			D3ZSC8.1	RecName: Full=DnaJ homolog subfamily C member 17	GO:0005737; GO:0005634; GO:0003723; GO:0000122; GO:1901998	False
379	Borowiec2015_Total1080	OG406.fasta.aln_gene464	2	3	1.0			Q2KI83.1	RecName: Full=DnaJ homolog subfamily C member 17	GO:0005737; GO:0005634; GO:0003723; GO:0000122; GO:1901998	False
380	Simion2017	V2META14460-42-Calc_Hmm10-BMGE05	2	3	1.0			Q0VFM0.1	RecName: Full=Zinc finger protein-like 1	GO:0005794; GO:0016021; GO:0046872; GO:0016192	False
380	Hejnol2009	Tribe3735_0	2	3	1.0	EOG091G0CGO	zinc finger protein-like 1	Q2YDD3.1	RecName: Full=Zinc finger protein-like 1	GO:0005794; GO:0016021; GO:0046872; GO:0016192	False
380	Borowiec2015_Total1080	OG433.fasta.aln_gene494	2	3	1.0	EOG091G0CGO	zinc finger protein-like 1	P62447.1	RecName: Full=Zinc finger protein-like 1	GO:0005794; GO:0016021; GO:0046872; GO:0016192	False
381	Hejnol2009	Tribe2054_0	2	3	1.0			Q5M9G6.1	RecName: Full=Smad nuclear interacting protein 1	GO:0005634; GO:0003729; GO:0035196	False
381	Borowiec2015_Total1080	OG439.fasta.aln_gene499	2	3	1.0			Q5M9G6.1	RecName: Full=Smad nuclear interacting protein 1	GO:0005634; GO:0003729; GO:0035196	False
381	Simion2017	V2META12678-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5M9G6.1	RecName: Full=Smad nuclear interacting protein 1	GO:0005634; GO:0003729; GO:0035196	False
382	Hejnol2009	Tribe2571_0	2	3	1.0			Q1MTD3.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase	GO:0005845; GO:0005634; GO:0004482; GO:0003723; GO:0006370	False
382	Borowiec2015_Total1080	OG441.fasta.aln_gene502	2	3	1.0	EOG091G0C9Y	mRNA (guanine-N(7))-methyltransferase	Q4R7K1.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase	GO:0005845; GO:0005634; GO:0004482; GO:0003723; GO:0006370	False
382	Ryan2013_est	gene149	2	3	1.0			O43148.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase; Short=hCMT1; Short=hMet; Short=hcm1p	GO:0001650; GO:0005845; GO:0031533; GO:0005654; GO:0005634; GO:0043235; GO:0004482; GO:0003723; GO:0006370; GO:1990830; GO:0006366	False
383	Borowiec2015_Total1080	OG446.fasta.aln_gene507	2	3	1.0			Q13042.2	RecName: Full=Cell division cycle protein 16 homolog; AltName: Full=Anaphase-promoting complex subunit 6; Short=APC6; AltName: Full=CDC16 homolog; Short=CDC16Hs; AltName: Full=Cyclosome subunit 6	GO:0005680; GO:0005813; GO:0005737; GO:0005829; GO:0005654; GO:0005819; GO:0031145; GO:0051301; GO:0008283; GO:0000278; GO:0070979; GO:1901990; GO:0007088	False
383	Hejnol2009	Tribe2567_0	2	3	1.0			Q13042.2	RecName: Full=Cell division cycle protein 16 homolog; AltName: Full=Anaphase-promoting complex subunit 6; Short=APC6; AltName: Full=CDC16 homolog; Short=CDC16Hs; AltName: Full=Cyclosome subunit 6	GO:0005680; GO:0005813; GO:0005737; GO:0005829; GO:0005654; GO:0005819; GO:0031145; GO:0051301; GO:0008283; GO:0000278; GO:0070979; GO:1901990; GO:0007088	False
383	Simion2017	V2META12435-42-Calc_Hmm10-BMGE05	2	3	1.0			Q13042.2	RecName: Full=Cell division cycle protein 16 homolog; AltName: Full=Anaphase-promoting complex subunit 6; Short=APC6; AltName: Full=CDC16 homolog; Short=CDC16Hs; AltName: Full=Cyclosome subunit 6	GO:0005680; GO:0005813; GO:0005737; GO:0005829; GO:0005654; GO:0005819; GO:0031145; GO:0051301; GO:0008283; GO:0000278; GO:0070979; GO:1901990; GO:0007088	False
384	Simion2017	V2META12720-42-Calc_Hmm10-BMGE05	2	3	1.0			Q13685.2	RecName: Full=Angio-associated migratory cell protein	GO:0009986; GO:0005829; GO:0045171; GO:0015630; GO:0005886; GO:0008201; GO:0051082; GO:0001525; GO:0030154; GO:0010595; GO:0042273; GO:0014909	False
384	Ryan2013_est	gene186	2	3	1.0			Q13685.2	RecName: Full=Angio-associated migratory cell protein	GO:0009986; GO:0005829; GO:0045171; GO:0015630; GO:0005886; GO:0008201; GO:0051082; GO:0001525; GO:0030154; GO:0010595; GO:0042273; GO:0014909	False
384	Borowiec2015_Total1080	OG447.fasta.aln_gene508	2	3	1.0			Q13685.2	RecName: Full=Angio-associated migratory cell protein	GO:0009986; GO:0005829; GO:0045171; GO:0015630; GO:0005886; GO:0008201; GO:0051082; GO:0001525; GO:0030154; GO:0010595; GO:0042273; GO:0014909	False
385	Simion2017	V2META14086-42-Calc_Hmm10-BMGE05	2	3	1.0			P91455.1	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT	GO:0005737; GO:0002055; GO:0003999; GO:0016208; GO:0006168; GO:0044209; GO:0006166	False
385	Hejnol2009	Tribe1969_0	2	3	1.0	EOG091G0XZC	adenine phosphoribosyltransferase	A1UZL8.1	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT	GO:0005737; GO:0003999; GO:0006168; GO:0044209; GO:0006166	False
385	Borowiec2015_Total1080	OG449.fasta.aln_gene510	2	3	1.0	EOG091G0XZC	adenine phosphoribosyltransferase	P12426.3	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT	GO:0005737; GO:0002055; GO:0003999; GO:0016208; GO:0006168; GO:0044209; GO:0006166	False
386	Ryan2013_est	gene209	2	3	1.0			Q66I12.1	RecName: Full=Coiled-coil domain-containing protein 47; Flags: Precursor	GO:0005783; GO:0016021; GO:0005509	False
386	Simion2017	V2META14215-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5U2X6.1	RecName: Full=Coiled-coil domain-containing protein 47; Flags: Precursor	GO:0005783; GO:0016021; GO:0005791; GO:0005509; GO:0055074; GO:0007029; GO:0006983; GO:0009791; GO:0030433	False
386	Borowiec2015_Total1080	OG458.fasta.aln_gene520	2	3	1.0	EOG091G0ERU	coiled-coil domain containing 47	P0C204.1	RecName: Full=Coiled-coil domain-containing protein 47; Flags: Precursor	GO:0016021	False
387	Borowiec2015_Total1080	OG465.fasta.aln_gene526	2	3	1.0			Q0P5H9.1	RecName: Full=Tetratricopeptide repeat protein 5; Short=TPR repeat protein 5; AltName: Full=Stress-responsive activator of p300; Short=Strap	GO:0005737; GO:0005654; GO:0003682; GO:0003677; GO:0006281; GO:0045944	False
387	Simion2017	V2META14619-42-Calc_Hmm10-BMGE05	2	3	1.0			Q99LG4.2	RecName: Full=Tetratricopeptide repeat protein 5; Short=TPR repeat protein 5; AltName: Full=Stress-responsive activator of p300	GO:0005737; GO:0005654; GO:0005634; GO:0003682; GO:0003677; GO:0006281; GO:0045944	False
387	Hejnol2009	Tribe2554_0	2	3	1.0			Q5BK48.1	RecName: Full=Tetratricopeptide repeat protein 5; Short=TPR repeat protein 5; AltName: Full=Stress-responsive activator of p300; Short=Strap	GO:0005737; GO:0005654; GO:0003682; GO:0003677; GO:0006281; GO:0045944	False
388	Ryan2013_est	gene54	2	3	1.0	EOG091G0CTG	deoxyribose-phosphate aldolase (putative)	Q3T0V9.1	RecName: Full=Deoxyribose-phosphate aldolase; Short=DERA; AltName: Full=2-deoxy-D-ribose 5-phosphate aldolase; AltName: Full=Phosphodeoxyriboaldolase; Short=Deoxyriboaldolase	GO:0005737; GO:0005634; GO:0004139; GO:0016052; GO:0046121; GO:0009264; GO:0046386	False
388	Hejnol2009	Tribe2337_0	2	3	1.0	EOG091G0CTG	deoxyribose-phosphate aldolase (putative)	Q3T0V9.1	RecName: Full=Deoxyribose-phosphate aldolase; Short=DERA; AltName: Full=2-deoxy-D-ribose 5-phosphate aldolase; AltName: Full=Phosphodeoxyriboaldolase; Short=Deoxyriboaldolase	GO:0005737; GO:0005634; GO:0004139; GO:0016052; GO:0046121; GO:0009264; GO:0046386	False
388	Borowiec2015_Total1080	OG469.fasta.aln_gene530	2	3	1.0	EOG091G0CTG	deoxyribose-phosphate aldolase (putative)	Q9Y315.2	RecName: Full=Deoxyribose-phosphate aldolase; Short=DERA; AltName: Full=2-deoxy-D-ribose 5-phosphate aldolase; AltName: Full=Phosphodeoxyriboaldolase; Short=Deoxyriboaldolase	GO:0005829; GO:0005576; GO:1904813; GO:0005634; GO:0034774; GO:0004139; GO:0016052; GO:0046121; GO:0009264; GO:0046386; GO:0043312; GO:0006098	False
389	Ryan2013_est	gene337	2	3	0.6666666666666666			Q99ND9.1	RecName: Full=RWD domain-containing protein 1; AltName: Full=Small androgen receptor-interacting protein	GO:0005737; GO:0005844; GO:0030521; GO:0007569; GO:0034599; GO:0071394; GO:0002181; GO:2000825	False
389	Hejnol2009	Tribe2127_0	1	3	0.6666666666666666			Q99ND9.1	RecName: Full=RWD domain-containing protein 1; AltName: Full=Small androgen receptor-interacting protein	GO:0005737; GO:0005844; GO:0030521; GO:0007569; GO:0034599; GO:0071394; GO:0002181; GO:2000825	False
389	Borowiec2015_Total1080	OG487.fasta.aln_gene550	1	3	0.6666666666666666			Q99ND9.1	RecName: Full=RWD domain-containing protein 1; AltName: Full=Small androgen receptor-interacting protein	GO:0005737; GO:0005844; GO:0030521; GO:0007569; GO:0034599; GO:0071394; GO:0002181; GO:2000825	False
390	Borowiec2015_Total1080	OG503.fasta.aln_gene568	2	3	1.0			Q0P4Y8.1	RecName: Full=Lipase maturation factor 2	GO:0005789; GO:0016021; GO:0051604	False
390	Hejnol2009	Tribe3942_0	2	3	1.0			Q5ZKZ9.2	RecName: Full=Lipase maturation factor 2	GO:0005789; GO:0016021; GO:0051604	False
390	Simion2017	V2META15228-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5ZKZ9.2	RecName: Full=Lipase maturation factor 2	GO:0005789; GO:0016021; GO:0051604	False
391	Borowiec2015_Total1080	OG505.fasta.aln_gene570	2	3	1.0			Q6DJI5.1	RecName: Full=PITH domain-containing protein 1	nan	False
391	Hejnol2009	Tribe2276_0	2	3	1.0			Q29L80.1	RecName: Full=PITH domain-containing protein GA19395	nan	False
391	Ryan2013_est	gene281	2	3	1.0			Q29L80.1	RecName: Full=PITH domain-containing protein GA19395	nan	False
392	Ryan2013_est	gene2	2	3	1.0			P07142.1	RecName: Full=Cytochrome c1, heme protein, mitochondrial; AltName: Full=Complex III subunit 4; AltName: Full=Complex III subunit IV; AltName: Full=Cytochrome b-c1 complex subunit 4; AltName: Full=Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit; Short=Cytochrome c-1; Flags: Precursor	GO:0016021; GO:0005750; GO:0045153; GO:0020037; GO:0046872; GO:0042776; GO:0006122	False
392	Simion2017	V2META11079-2-42-Calc_Hmm10-BMGE05	2	3	1.0			P08574.3	RecName: Full=Cytochrome c1, heme protein, mitochondrial; AltName: Full=Complex III subunit 4; AltName: Full=Complex III subunit IV; AltName: Full=Cytochrome b-c1 complex subunit 4; AltName: Full=Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit; Short=Cytochrome c-1; Flags: Precursor	GO:0016021; GO:0016020; GO:0005743; GO:0005750; GO:0005739; GO:0005634; GO:0045155; GO:0045153; GO:0020037; GO:0046872; GO:0042776; GO:0006122; GO:0033762	False
392	Borowiec2015_Total1080	OG515.fasta.aln_gene578	2	3	1.0			Q9D0M3.1	RecName: Full=Cytochrome c1, heme protein, mitochondrial; AltName: Full=Complex III subunit 4; AltName: Full=Complex III subunit IV; AltName: Full=Cytochrome b-c1 complex subunit 4; AltName: Full=Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit; Short=Cytochrome c-1; Flags: Precursor	GO:0016021; GO:0005743; GO:0005750; GO:0005739; GO:0045153; GO:0020037; GO:0046872; GO:0042776; GO:0006122; GO:0033762	False
393	Simion2017	V2META14976-42-Calc_Hmm10-BMGE05	2	3	1.0			Q2KIA2.1	RecName: Full=Multifunctional methyltransferase subunit TRM112-like protein; AltName: Full=tRNA methyltransferase 112 homolog	GO:0005654; GO:0048471; GO:0046982; GO:0018364; GO:2000234; GO:0070476; GO:0030488	False
393	Borowiec2015_Total1080	OG520.fasta.aln_gene584	2	3	1.0	EOG091G0W2D	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	Q9UI30.1	RecName: Full=Multifunctional methyltransferase subunit TRM112-like protein; AltName: Full=tRNA methyltransferase 112 homolog	GO:0005829; GO:0005654; GO:0048471; GO:0032991; GO:0046982; GO:0008276; GO:0018364; GO:2000234; GO:0070476; GO:0030488	False
393	Hejnol2009	Tribe1950_0	2	3	1.0	EOG091G0W2D	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	Q2KIA2.1	RecName: Full=Multifunctional methyltransferase subunit TRM112-like protein; AltName: Full=tRNA methyltransferase 112 homolog	GO:0005654; GO:0048471; GO:0046982; GO:0018364; GO:2000234; GO:0070476; GO:0030488	False
394	Borowiec2015_Total1080	OG522.fasta.aln_gene586	2	3	1.0	EOG091G0SRZ	Sin3A-associated protein, 18kDa	O00422.1	RecName: Full=Histone deacetylase complex subunit SAP18; AltName: Full=18 kDa Sin3-associated polypeptide; AltName: Full=2HOR0202; AltName: Full=Cell growth-inhibiting gene 38 protein; AltName: Full=Sin3-associated polypeptide p18	GO:0061574; GO:0005829; GO:0000118; GO:0016604; GO:0016607; GO:0005654; GO:0004407; GO:0003723; GO:0003714; GO:0006397; GO:0048025; GO:0043065; GO:0000381; GO:0006357; GO:0008380	False
394	Ryan2013_est	gene371	2	3	1.0	EOG091G0SRZ	Sin3A-associated protein, 18kDa	O00422.1	RecName: Full=Histone deacetylase complex subunit SAP18; AltName: Full=18 kDa Sin3-associated polypeptide; AltName: Full=2HOR0202; AltName: Full=Cell growth-inhibiting gene 38 protein; AltName: Full=Sin3-associated polypeptide p18	GO:0061574; GO:0005829; GO:0000118; GO:0016604; GO:0016607; GO:0005654; GO:0004407; GO:0003723; GO:0003714; GO:0006397; GO:0048025; GO:0043065; GO:0000381; GO:0006357; GO:0008380	False
394	Hejnol2009	Tribe589_0	2	3	1.0	EOG091G0SRZ	Sin3A-associated protein, 18kDa	O00422.1	RecName: Full=Histone deacetylase complex subunit SAP18; AltName: Full=18 kDa Sin3-associated polypeptide; AltName: Full=2HOR0202; AltName: Full=Cell growth-inhibiting gene 38 protein; AltName: Full=Sin3-associated polypeptide p18	GO:0061574; GO:0005829; GO:0000118; GO:0016604; GO:0016607; GO:0005654; GO:0004407; GO:0003723; GO:0003714; GO:0006397; GO:0048025; GO:0043065; GO:0000381; GO:0006357; GO:0008380	False
395	Simion2017	V2META13647-42-Calc_Hmm10-BMGE05	2	3	1.0			P56282.2	RecName: Full=DNA polymerase epsilon subunit 2; AltName: Full=DNA polymerase II subunit 2; AltName: Full=DNA polymerase epsilon subunit B	GO:0008622; GO:0043231; GO:0016604; GO:0005654; GO:0003677; GO:0003887; GO:0006281; GO:0006260; GO:0006261; GO:0042276; GO:0000082	False
395	Borowiec2015_Total1080	OG531.fasta.aln_gene594	2	3	1.0	EOG091G05Q6	DNA polymerase epsilon, subunit B	P56282.2	RecName: Full=DNA polymerase epsilon subunit 2; AltName: Full=DNA polymerase II subunit 2; AltName: Full=DNA polymerase epsilon subunit B	GO:0008622; GO:0043231; GO:0016604; GO:0005654; GO:0003677; GO:0003887; GO:0006281; GO:0006260; GO:0006261; GO:0042276; GO:0000082	False
395	Hejnol2009	Tribe3062_0	2	3	1.0	EOG091G05Q6	DNA polymerase epsilon, subunit B	A7YWS7.1	RecName: Full=DNA polymerase epsilon subunit 2; AltName: Full=DNA polymerase II subunit 2; AltName: Full=DNA polymerase epsilon subunit B	GO:0008622; GO:0003677; GO:0003887; GO:0006261; GO:0042276	False
