matrix	part	sseqid	swissprot_desc	count
Ryan2013_est	gene241	Q1ZXK3.1	RecName: Full=Probable U6 snRNA-associated Sm-like protein LSm3	32
Ryan2013_est	gene242	O65569.2	RecName: Full=40S ribosomal protein S11-2	32
Ryan2013_est	gene243	Q8IZP6.3	RecName: Full=RING finger protein 113B; AltName: Full=Zinc finger protein 183-like 1	29
Ryan2013_est	gene244	Q99595.1	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim17-A; AltName: Full=Inner membrane preprotein translocase Tim17a	29
Ryan2013_est	gene245	A8MWD9.2	PUTATIVE PSEUDOGENE: RecName: Full=Putative small nuclear ribonucleoprotein G-like protein 15	35
Ryan2013_est	gene246	P0CS07.1	RecName: Full=tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6; AltName: Full=tRNA(m1A58)-methyltransferase subunit TRM6; Short=tRNA(m1A58)MTase subunit TRM6	1
Ryan2013_est	gene247	A4IHP4.1	RecName: Full=Cullin-3; Short=CUL-3	22
Ryan2013_est	gene248	P11179.2	RecName: Full=Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial; AltName: Full=2-oxoglutarate dehydrogenase complex component E2; Short=OGDC-E2; AltName: Full=Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex; AltName: Full=E2K; Flags: Precursor	41
Ryan2013_est	gene249	O00560.1	RecName: Full=Syntenin-1; AltName: Full=Melanoma differentiation-associated protein 9; Short=MDA-9; AltName: Full=Pro-TGF-alpha cytoplasmic domain-interacting protein 18; Short=TACIP18; AltName: Full=Scaffold protein Pbp1; AltName: Full=Syndecan-binding protein 1	16
Ryan2013_est	gene25	P61599.1	RecName: Full=N-alpha-acetyltransferase 20; AltName: Full=Methionine N-acetyltransferase; AltName: Full=N-acetyltransferase 5; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAA20; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAT5; Short=NatB complex subunit NAT5; AltName: Full=NatB catalytic subunit	33
Ryan2013_est	gene250	Q3T171.3	RecName: Full=60S ribosomal protein L36	55
Ryan2013_est	gene251	P08570.2	RecName: Full=60S acidic ribosomal protein P1; AltName: Full=Acidic ribosomal protein RPA2; AltName: Full=RP21C	41
Ryan2013_est	gene252	P0CB91.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8; AltName: Full=Complex I-19kD; Short=CI-19kD; AltName: Full=NADH-ubiquinone oxidoreductase 19 kDa subunit	21
Ryan2013_est	gene253	Q4R708.1	RecName: Full=N-alpha-acetyltransferase 35, NatC auxiliary subunit; AltName: Full=Protein MAK10 homolog	2
Ryan2013_est	gene254	B0XDJ0.1	RecName: Full=Cytosolic Fe-S cluster assembly factor NUBP2 homolog	31
Ryan2013_est	gene255	Q7TQI3.2	RecName: Full=Ubiquitin thioesterase OTUB1; AltName: Full=Deubiquitinating enzyme OTUB1; AltName: Full=OTU domain-containing ubiquitin aldehyde-binding protein 1; AltName: Full=Otubain-1; AltName: Full=Ubiquitin-specific-processing protease OTUB1	12
Ryan2013_est	gene256	Q5U3S7.1	RecName: Full=Nitric oxide synthase-interacting protein; AltName: Full=E3 ubiquitin-protein ligase NOSIP; AltName: Full=RING-type E3 ubiquitin transferase NOSIP	24
Ryan2013_est	gene257	Q9D187.1	RecName: Full=Cytosolic iron-sulfur assembly component 2B; AltName: Full=Mitotic spindle-associated MMXD complex subunit MIP18	39
Ryan2013_est	gene258	P46783.1	RecName: Full=40S ribosomal protein S10; AltName: Full=Small ribosomal subunit protein eS10	40
Ryan2013_est	gene259	A0PFK7.1	RecName: Full=F-actin-capping protein subunit beta; AltName: Full=CapZ beta	41
Ryan2013_est	gene26	O08522.1	RecName: Full=Golgi SNAP receptor complex member 1; AltName: Full=28 kDa Golgi SNARE protein; AltName: Full=28 kDa cis-Golgi SNARE p28; Short=GOS-28	11
Ryan2013_est	gene260	Q95KV7.3	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13; AltName: Full=Cell death regulatory protein GRIM-19; AltName: Full=Complex I-B16.6; Short=CI-B16.6; AltName: Full=Gene associated with retinoic-interferon-induced mortality 19 protein; Short=GRIM-19; AltName: Full=NADH-ubiquinone oxidoreductase B16.6 subunit	10
Ryan2013_est	gene261	O75489.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; AltName: Full=Complex I-30kD; Short=CI-30kD; AltName: Full=NADH-ubiquinone oxidoreductase 30 kDa subunit; Flags: Precursor	46
Ryan2013_est	gene262	Q28165.3	RecName: Full=Polyadenylate-binding protein 2; Short=PABP-2; Short=Poly(A)-binding protein 2; AltName: Full=Nuclear poly(A)-binding protein 1; AltName: Full=Poly(A)-binding protein II; Short=PABII; AltName: Full=Polyadenylate-binding nuclear protein 1	41
Ryan2013_est	gene263	O04331.1	RecName: Full=Prohibitin-3, mitochondrial; Short=Atphb3; AltName: Full=Protein ENHANCED ETHYLENE RESPONSE 3	49
Ryan2013_est	gene264	Q14320.2	RecName: Full=Protein FAM50A; AltName: Full=Protein HXC-26; AltName: Full=Protein XAP-5	29
Ryan2013_est	gene265	P10881.2	RecName: Full=Lupus La protein homolog; AltName: Full=La autoantigen homolog; AltName: Full=La ribonucleoprotein	7
Ryan2013_est	gene266	Q08E13.1	RecName: Full=RING finger protein 10	14
Ryan2013_est	gene267	Q2TA03.1	RecName: Full=Ubiquitin-conjugating enzyme E2 J2; AltName: Full=E2 ubiquitin-conjugating enzyme J2	34
Ryan2013_est	gene268	Q12874.1	RecName: Full=Splicing factor 3A subunit 3; AltName: Full=SF3a60; AltName: Full=Spliceosome-associated protein 61; Short=SAP 61	24
Ryan2013_est	gene269	O16991.2	RecName: Full=Transcription initiation factor IIB; AltName: Full=General transcription factor TFIIB	25
Ryan2013_est	gene27	P29117.2	RecName: Full=Peptidyl-prolyl cis-trans isomerase F, mitochondrial; Short=PPIase F; AltName: Full=Cyclophilin D; Short=CyP-D; Short=CypD; AltName: Full=Cyclophilin F; AltName: Full=Rotamase F; Flags: Precursor	30
Ryan2013_est	gene270	O42661.1	RecName: Full=Small nuclear ribonucleoprotein Sm D1; Short=Sm-D1; AltName: Full=snRNP core protein D1	41
Ryan2013_est	gene271	P41980.1	RecName: Full=Superoxide dismutase [Mn] 3.4, mitochondrial; Flags: Precursor	44
Ryan2013_est	gene272	Q15435.1	RecName: Full=Protein phosphatase 1 regulatory subunit 7; AltName: Full=Protein phosphatase 1 regulatory subunit 22	27
Ryan2013_est	gene273	O75937.2	RecName: Full=DnaJ homolog subfamily C member 8; AltName: Full=Splicing protein spf31	15
Ryan2013_est	gene274	P04359.3	RecName: Full=60S ribosomal protein L32; AltName: Full=Ribosomal protein 49	57
Ryan2013_est	gene275	O61219.1	RecName: Full=N-alpha-acetyltransferase daf-31; AltName: Full=Abnormal dauer formation protein 31	36
Ryan2013_est	gene276	P24863.2	RecName: Full=Cyclin-C; AltName: Full=SRB11 homolog; Short=hSRB11	26
Ryan2013_est	gene277	Q9DC61.1	RecName: Full=Mitochondrial-processing peptidase subunit alpha; AltName: Full=Alpha-MPP; AltName: Full=P-55; Flags: Precursor	9
Ryan2013_est	gene278	P0CC00.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit	21
Ryan2013_est	gene279	O15514.1	RecName: Full=DNA-directed RNA polymerase II subunit RPB4; Short=RNA polymerase II subunit B4; AltName: Full=DNA-directed RNA polymerase II subunit D; AltName: Full=RNA polymerase II 16 kDa subunit; Short=RPB16	27
Ryan2013_est	gene28	P58728.1	RecName: Full=Uncharacterized protein At4g14342	34
Ryan2013_est	gene280	A0MT11.1	RecName: Full=Golgi to ER traffic protein 4 homolog; AltName: Full=Conserved edge expressed protein	4
Ryan2013_est	gene281	Q29L80.1	RecName: Full=PITH domain-containing protein GA19395	23
Ryan2013_est	gene282	P04394.3	RecName: Full=NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial; AltName: Full=NADH dehydrogenase subunit II; AltName: Full=NADH-ubiquinone oxidoreductase 24 kDa subunit; Flags: Precursor	43
Ryan2013_est	gene283	Q3T0K8.1	RecName: Full=ER membrane protein complex subunit 4; AltName: Full=Transmembrane protein 85	23
Ryan2013_est	gene284	O94581.2	RecName: Full=Cytochrome c oxidase subunit 6B; AltName: Full=Cytochrome c oxidase polypeptide VIb	33
Ryan2013_est	gene285	O14102.2	RecName: Full=Spliceosome-associated protein 49	30
Ryan2013_est	gene286	Q04323.2	RecName: Full=UBX domain-containing protein 1; AltName: Full=SAPK substrate protein 1; AltName: Full=UBA/UBX 33.3 kDa protein	2
Ryan2013_est	gene287	P60123.1	RecName: Full=RuvB-like 1; AltName: Full=49 kDa TATA box-binding protein-interacting protein; Short=49 kDa TBP-interacting protein; AltName: Full=DNA helicase p50; AltName: Full=Pontin 52; AltName: Full=TIP49a	37
Ryan2013_est	gene288	A5WVX0.1	RecName: Full=Inosine triphosphate pyrophosphatase; Short=ITPase; Short=Inosine triphosphatase; AltName: Full=Non-canonical purine NTP pyrophosphatase; AltName: Full=Non-standard purine NTP pyrophosphatase; AltName: Full=Nucleoside-triphosphate diphosphatase; AltName: Full=Nucleoside-triphosphate pyrophosphatase; Short=NTPase	34
Ryan2013_est	gene289	P0CM25.1	RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3	30
Ryan2013_est	gene29	Q3SZZ0.1	RecName: Full=Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2	32
Ryan2013_est	gene290	P17702.4	RecName: Full=60S ribosomal protein L28	21
Ryan2013_est	gene291	O46157.1	RecName: Full=60S ribosomal protein L13	31
Ryan2013_est	gene292	Q1JQC6.1	RecName: Full=NAD-dependent protein lipoamidase sirtuin-4, mitochondrial; AltName: Full=NAD-dependent ADP-ribosyltransferase sirtuin-4; AltName: Full=NAD-dependent protein deacetylase sirtuin-4; AltName: Full=Regulatory protein SIR2 homolog 4; AltName: Full=SIR2-like protein 4; Flags: Precursor	18
Ryan2013_est	gene293	A6H7F2.1	RecName: Full=GPN-loop GTPase 2; AltName: Full=ATP-binding domain 1 family member B	28
Ryan2013_est	gene294	Q5I0H5.2	RecName: Full=Cyclin-L2	26
Ryan2013_est	gene295	Q5PPY6.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit H; Short=eIF3h; AltName: Full=Eukaryotic translation initiation factor 3 subunit 3; AltName: Full=eIF-3-gamma; AltName: Full=eIF3 p40 subunit	19
Ryan2013_est	gene296	Q5RBI5.1	RecName: Full=Splicing factor 3B subunit 3; AltName: Full=Pre-mRNA-splicing factor SF3b 130 kDa subunit; Short=SF3b130; AltName: Full=Spliceosome-associated protein 130; Short=SAP 130	49
Ryan2013_est	gene297	P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	40
Ryan2013_est	gene298	Q3ZBL1.2	RecName: Full=1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase; AltName: Full=Acireductone dioxygenase (Fe(2+)-requiring); Short=ARD; Short=Fe-ARD; AltName: Full=Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1; Short=MTCBP-1	30
Ryan2013_est	gene299	P09925.3	RecName: Full=Surfeit locus protein 1	3
Ryan2013_est	gene3	A4D7S9.1	RecName: Full=F-actin-capping protein subunit alpha-2; AltName: Full=CapZ alpha-2	27
Ryan2013_est	gene30	B7FAL5.1	RecName: Full=RNA-binding protein Y14A; Short=OsY14a; AltName: Full=RNA-binding protein 8A	33
Ryan2013_est	gene300	Q9V3B6.1	RecName: Full=Protein CWC15 homolog	43
Ryan2013_est	gene301	Q9QYW3.1	RecName: Full=MOB-like protein phocein; AltName: Full=Class II mMOB1; AltName: Full=Mob1 homolog 3; Short=Mob3; AltName: Full=Mps one binder kinase activator-like 3; AltName: Full=Phocein; AltName: Full=Preimplantation protein 3	29
Ryan2013_est	gene302	B7LUY5.1	RecName: Full=Uracil-DNA glycosylase; Short=UDG	26
Ryan2013_est	gene303	Q3SWT4.1	RecName: Full=Protein IWS1 homolog; AltName: Full=IWS1-like protein	13
Ryan2013_est	gene304	Q2NKV8.1	RecName: Full=Vesicle transport protein GOT1A; AltName: Full=Golgi transport 1 homolog A	27
Ryan2013_est	gene305	O14929.1	RecName: Full=Histone acetyltransferase type B catalytic subunit; AltName: Full=Histone acetyltransferase 1	2
Ryan2013_est	gene306	Q5R6Z7.1	RecName: Full=Origin recognition complex subunit 4	22
Ryan2013_est	gene307	A1YER2.1	RecName: Full=Oxidoreductase HTATIP2	8
Ryan2013_est	gene308	A1C7T4.1	RecName: Full=Cytosolic Fe-S cluster assembly factor nbp35; AltName: Full=Nucleotide-binding protein 35	32
Ryan2013_est	gene309	Q58DV0.2	RecName: Full=Protein pelota homolog	30
Ryan2013_est	gene31	Q9WVL0.1	RecName: Full=Maleylacetoacetate isomerase; Short=MAAI; AltName: Full=GSTZ1-1; AltName: Full=Glutathione S-transferase zeta 1	24
Ryan2013_est	gene310	Q9D2C6.2	RecName: Full=DNA-directed RNA polymerase III subunit RPC8; AltName: Full=DNA-directed RNA polymerase III subunit H; AltName: Full=RNA polymerase III subunit C7	22
Ryan2013_est	gene311	A9L948.1	RecName: Full=60S ribosomal protein L36a	41
Ryan2013_est	gene312	Q3SZ52.1	RecName: Full=Ubiquitin-conjugating enzyme E2 variant 1; Short=UEV-1	31
Ryan2013_est	gene313	P45974.2	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 5; AltName: Full=Deubiquitinating enzyme 5; AltName: Full=Isopeptidase T; AltName: Full=Ubiquitin thioesterase 5; AltName: Full=Ubiquitin-specific-processing protease 5	19
Ryan2013_est	gene314	O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	26
Ryan2013_est	gene315	Q32LJ7.1	RecName: Full=RIB43A-like with coiled-coils protein 2	3
Ryan2013_est	gene316	P51809.3	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1; AltName: Full=Tetanus-insensitive VAMP; Short=Ti-VAMP	20
Ryan2013_est	gene317	P82923.2	RecName: Full=28S ribosomal protein S2, mitochondrial; Short=MRP-S2; Short=S2mt	20
Ryan2013_est	gene318	P56701.2	RecName: Full=26S proteasome non-ATPase regulatory subunit 2; AltName: Full=26S proteasome regulatory subunit RPN1; AltName: Full=26S proteasome regulatory subunit S2; AltName: Full=26S proteasome subunit p97; AltName: Full=Tumor necrosis factor type 1 receptor-associated protein 2	38
Ryan2013_est	gene319	B0BNE5.1	RecName: Full=S-formylglutathione hydrolase; Short=FGH; AltName: Full=Esterase D	33
Ryan2013_est	gene32	Q01658.1	RecName: Full=Protein Dr1; AltName: Full=Down-regulator of transcription 1; AltName: Full=Negative cofactor 2-beta; Short=NC2-beta; AltName: Full=TATA-binding protein-associated phosphoprotein	28
Ryan2013_est	gene320	O13610.1	RecName: Full=rRNA-processing protein fcf1	32
Ryan2013_est	gene321	Q62384.1	RecName: Full=Zinc finger protein ZPR1; AltName: Full=Zinc finger protein 259	17
Ryan2013_est	gene322	P09661.2	RecName: Full=U2 small nuclear ribonucleoprotein A'; Short=U2 snRNP A'	21
Ryan2013_est	gene323	A5PK63.1	RecName: Full=40S ribosomal protein S17	52
Ryan2013_est	gene324	Q95J75.1	RecName: Full=Mitochondrial folate transporter/carrier; AltName: Full=Solute carrier family 25 member 32	12
Ryan2013_est	gene325	P51571.1	RecName: Full=Translocon-associated protein subunit delta; Short=TRAP-delta; AltName: Full=Signal sequence receptor subunit delta; Short=SSR-delta; Flags: Precursor	6
Ryan2013_est	gene326	Q86SQ9.3	RecName: Full=Dehydrodolichyl diphosphate synthase complex subunit DHDDS; AltName: Full=Cis-isoprenyltransferase; Short=CIT; Short=Cis-IPTase; AltName: Full=Cis-prenyltransferase subunit hCIT; AltName: Full=Epididymis tissue protein Li 189m	22
Ryan2013_est	gene327	Q6BT35.1	RecName: Full=Mitochondrial import inner membrane translocase subunit TIM22	20
Ryan2013_est	gene328	Q5RC24.3	RecName: Full=Cytochrome b-c1 complex subunit 7; AltName: Full=Complex III subunit 7; AltName: Full=Complex III subunit VII; AltName: Full=Ubiquinol-cytochrome c reductase complex 14 kDa protein	22
Ryan2013_est	gene329	A7SWD3.1	RecName: Full=Glucose-induced degradation protein 8 homolog	25
Ryan2013_est	gene33	Q06265.3	RecName: Full=Exosome complex component RRP45; AltName: Full=Autoantigen PM/Scl 1; AltName: Full=Exosome component 9; AltName: Full=P75 polymyositis-scleroderma overlap syndrome-associated autoantigen; AltName: Full=Polymyositis/scleroderma autoantigen 1; AltName: Full=Polymyositis/scleroderma autoantigen 75 kDa; Short=PM/Scl-75	16
Ryan2013_est	gene330	O59734.1	RecName: Full=Small nuclear ribonucleoprotein F; Short=snRNP-F; AltName: Full=Sm protein F; Short=Sm-F; Short=SmF	39
Ryan2013_est	gene331	Q28H12.2	RecName: Full=UMP-CMP kinase; AltName: Full=Deoxycytidylate kinase; Short=CK; Short=dCMP kinase; AltName: Full=Nucleoside-diphosphate kinase; AltName: Full=Uridine monophosphate/cytidine monophosphate kinase; Short=UMP/CMP kinase; Short=UMP/CMPK	29
Ryan2013_est	gene332	O35226.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 4; AltName: Full=26S proteasome regulatory subunit RPN10; AltName: Full=26S proteasome regulatory subunit S5A; AltName: Full=Multiubiquitin chain-binding protein	35
Ryan2013_est	gene333	Q9CY21.1	RecName: Full=Probable 18S rRNA (guanine-N(7))-methyltransferase; AltName: Full=Bud site selection protein 23 homolog; AltName: Full=Williams-Beuren syndrome chromosomal region 22 protein homolog; AltName: Full=rRNA methyltransferase and ribosome maturation factor	29
Ryan2013_est	gene334	Q3SZC1.1	RecName: Full=GrpE protein homolog 1, mitochondrial; AltName: Full=Mt-GrpE#1; Short=mt-GrpE; Flags: Precursor	34
Ryan2013_est	gene335	O94692.1	RecName: Full=RuvB-like helicase 2	35
Ryan2013_est	gene336	A5PJ65.2	RecName: Full=Protein RER1	37
Ryan2013_est	gene337	Q99ND9.1	RecName: Full=RWD domain-containing protein 1; AltName: Full=Small androgen receptor-interacting protein	2
Ryan2013_est	gene338	Q9DB25.1	RecName: Full=Dolichyl-phosphate beta-glucosyltransferase; Short=DolP-glucosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 5 homolog	27
Ryan2013_est	gene339	P32233.1	RecName: Full=Developmentally-regulated GTP-binding protein 1; Short=DRG-1; AltName: Full=Neural precursor cell expressed developmentally down-regulated protein 3; Short=NEDD-3	38
Ryan2013_est	gene34	Q2HJH9.3	RecName: Full=Programmed cell death protein 5	23
Ryan2013_est	gene340	Q10100.2	RecName: Full=Nuclear transport factor 2; Short=NTF-2	10
Ryan2013_est	gene341	A2RRU3.1	RecName: Full=U3 small nucleolar RNA-associated protein 15 homolog	2
Ryan2013_est	gene342	C3XVT5.1	RecName: Full=Lissencephaly-1 homolog	30
Ryan2013_est	gene343	Q5EA99.1	RecName: Full=p21-activated protein kinase-interacting protein 1; AltName: Full=PAK1-interacting protein 1	3
Ryan2013_est	gene344	Q3MQ24.2	RecName: Full=Autophagy protein 5	9
Ryan2013_est	gene345	Q99M01.1	RecName: Full=Phenylalanine--tRNA ligase, mitochondrial; AltName: Full=Phenylalanyl-tRNA synthetase; Short=PheRS; Flags: Precursor	15
Ryan2013_est	gene346	Q0IHH1.1	RecName: Full=N-alpha-acetyltransferase 30; AltName: Full=N-acetyltransferase 12; AltName: Full=N-acetyltransferase MAK3 homolog; AltName: Full=NatC catalytic subunit	31
Ryan2013_est	gene347	P17955.1	RecName: Full=Nuclear pore glycoprotein p62; AltName: Full=62 kDa nucleoporin; AltName: Full=Nucleoporin Nup62	20
Ryan2013_est	gene348	Q8TC29.1	RecName: Full=Enkurin	10
Ryan2013_est	gene349	B3MM49.1	RecName: Full=KRR1 small subunit processome component homolog; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Protein dribble	31
Ryan2013_est	gene35	P0C7P4.1	PUTATIVE PSEUDOGENE: RecName: Full=Putative cytochrome b-c1 complex subunit Rieske-like protein 1; AltName: Full=Ubiquinol-cytochrome c reductase Rieske iron-sulfur subunit pseudogene 1	39
Ryan2013_est	gene350	O15371.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit D; Short=eIF3d; AltName: Full=Eukaryotic translation initiation factor 3 subunit 7; AltName: Full=eIF-3-zeta; AltName: Full=eIF3 p66	26
Ryan2013_est	gene351	P48738.2	RecName: Full=Phosphatidylinositol transfer protein alpha isoform; Short=PI-TP-alpha; Short=PtdIns transfer protein alpha; Short=PtdInsTP alpha	31
Ryan2013_est	gene352	P51947.1	RecName: Full=Cyclin-H; AltName: Full=MO15-associated protein; AltName: Full=p36	3
Ryan2013_est	gene353	A7SLX5.1	RecName: Full=2-(3-amino-3-carboxypropyl)histidine synthase subunit 1; AltName: Full=Diphthamide biosynthesis protein 1; AltName: Full=Diphtheria toxin resistance protein 1; AltName: Full=S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1	37
Ryan2013_est	gene354	Q95LI9.1	RecName: Full=Protein/nucleic acid deglycase DJ-1; AltName: Full=Maillard deglycase; AltName: Full=Parkinson disease protein 7 homolog; AltName: Full=Parkinsonism-associated deglycase; AltName: Full=Protein DJ-1; Short=DJ-1; Flags: Precursor	21
Ryan2013_est	gene355	O80626.1	RecName: Full=60S ribosomal protein L35-2	41
Ryan2013_est	gene356	Q9JM53.1	RecName: Full=Apoptosis-inducing factor 1, mitochondrial; AltName: Full=Programmed cell death protein 8; Flags: Precursor	15
Ryan2013_est	gene357	P62489.1	RecName: Full=DNA-directed RNA polymerase II subunit RPB7; Short=RNA polymerase II subunit B7; AltName: Full=DNA-directed RNA polymerase II subunit G	25
Ryan2013_est	gene358	Q5RC67.1	RecName: Full=Probable ATP-dependent RNA helicase DDX23; AltName: Full=DEAD box protein 23	30
Ryan2013_est	gene359	P83732.1	RecName: Full=60S ribosomal protein L24; AltName: Full=L30	38
Ryan2013_est	gene36	Q9UKD2.2	RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4	26
Ryan2013_est	gene360	O42248.1	RecName: Full=Guanine nucleotide-binding protein subunit beta-2-like 1; AltName: Full=Receptor of activated protein kinase C; Short=RACK	31
Ryan2013_est	gene361	P0C1I5.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 3; Short=PPIase; AltName: Full=Rotamase	31
Ryan2013_est	gene362	P29702.2	RecName: Full=Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha; AltName: Full=CAAX farnesyltransferase subunit alpha; AltName: Full=FTase-alpha; AltName: Full=Ras proteins prenyltransferase subunit alpha; AltName: Full=Type I protein geranyl-geranyltransferase subunit alpha; Short=GGTase-I-alpha	26
Ryan2013_est	gene363	Q66L33.1	RecName: Full=Protein MAK16 homolog A; AltName: Full=MAK16-like protein A	32
Ryan2013_est	gene364	B4F6J6.2	RecName: Full=ATPase family AAA domain-containing protein 1	31
Ryan2013_est	gene365	O13784.3	RecName: Full=40S ribosomal protein S24-A	57
Ryan2013_est	gene366	Q0MQ86.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; AltName: Full=Complex I-B17.2; Short=CI-B17.2; Short=CIB17.2; AltName: Full=NADH-ubiquinone oxidoreductase subunit B17.2	22
Ryan2013_est	gene367	Q99470.2	RecName: Full=Stromal cell-derived factor 2; Short=SDF-2; Flags: Precursor	33
Ryan2013_est	gene368	P28707.3	RecName: Full=Co-chaperone protein SBA1	1
Ryan2013_est	gene369	O77460.3	RecName: Full=Inorganic pyrophosphatase; AltName: Full=Nucleosome-remodeling factor 38 kDa subunit; AltName: Full=Pyrophosphate phospho-hydrolase; Short=PPase	41
Ryan2013_est	gene37	O35864.3	RecName: Full=COP9 signalosome complex subunit 5; Short=SGN5; Short=Signalosome subunit 5; AltName: Full=Jun activation domain-binding protein 1; AltName: Full=Kip1 C-terminus-interacting protein 2	36
Ryan2013_est	gene370	Q15008.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 6; AltName: Full=26S proteasome regulatory subunit RPN7; AltName: Full=26S proteasome regulatory subunit S10; AltName: Full=Breast cancer-associated protein SGA-113M; AltName: Full=Phosphonoformate immuno-associated protein 4; AltName: Full=Proteasome regulatory particle subunit p44S10; AltName: Full=p42A	30
Ryan2013_est	gene371	O00422.1	RecName: Full=Histone deacetylase complex subunit SAP18; AltName: Full=18 kDa Sin3-associated polypeptide; AltName: Full=2HOR0202; AltName: Full=Cell growth-inhibiting gene 38 protein; AltName: Full=Sin3-associated polypeptide p18	30
Ryan2013_est	gene372	O75083.4	RecName: Full=WD repeat-containing protein 1; AltName: Full=Actin-interacting protein 1; Short=AIP1; AltName: Full=NORI-1	29
Ryan2013_est	gene373	A4II96.1	RecName: Full=CCR4-NOT transcription complex subunit 7; AltName: Full=CCR4-associated factor 1; Short=CAF-1	33
Ryan2013_est	gene374	Q5RAU5.3	RecName: Full=Charged multivesicular body protein 3; AltName: Full=Chromatin-modifying protein 3; AltName: Full=Vacuolar protein sorting-associated protein 24	32
Ryan2013_est	gene375	P61008.1	RecName: Full=Signal peptidase complex subunit 3; AltName: Full=Microsomal signal peptidase 22/23 kDa subunit; Short=SPC22/23; Short=SPase 22/23 kDa subunit	26
Ryan2013_est	gene376	Q71SS4.1	RecName: Full=Derlin-1; AltName: Full=Der1-like protein 1	26
Ryan2013_est	gene377	Q640G7.1	RecName: Full=Cysteine protease ATG4B; AltName: Full=Autophagy-related protein 4 homolog B	11
Ryan2013_est	gene378	O43615.2	RecName: Full=Mitochondrial import inner membrane translocase subunit TIM44; Flags: Precursor	16
Ryan2013_est	gene379	Q4G009.1	RecName: Full=Malignant T-cell-amplified sequence 1; Short=MCT-1	30
Ryan2013_est	gene38	Q9BV10.1	RecName: Full=Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 12 homolog; Short=hALG12; AltName: Full=Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase; AltName: Full=Mannosyltransferase ALG12 homolog; AltName: Full=Membrane protein SB87	3
Ryan2013_est	gene380	E2RQ08.1	RecName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; AltName: Full=Ribophorin I; Short=RPN-I; AltName: Full=Ribophorin-1; Flags: Precursor	5
Ryan2013_est	gene381	A4QNS7.1	RecName: Full=GATOR complex protein MIOS-B	1
Ryan2013_est	gene382	P38779.1	RecName: Full=Proteasome-interacting protein CIC1; AltName: Full=Core interacting component 1	1
Ryan2013_est	gene383	P38687.1	RecName: Full=Signal recognition particle subunit SRP68; AltName: Full=Signal recognition particle 68 kDa protein homolog	1
Ryan2013_est	gene384	O95926.1	RecName: Full=Pre-mRNA-splicing factor SYF2; AltName: Full=CCNDBP1-interactor; AltName: Full=p29	25
Ryan2013_est	gene385	A7RWD2.1	RecName: Full=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	22
